ID;Name;Rarity;Top Shelf Courses
k_dk_jumbo;DK Jumbo;Super;3DS Rock Rock Mountain, 3DS Rock Rock Mountain T, GCN Dino Dino Jungle, N64 Kalimari Desert, RMX Mario Circuit 1R (Lvl 6), SNES Choco Island 2R, SNES Choco Island 2T (Lvl 3)
k_dk_maximum;DK Maximum;HighEnd;Berlin Byways 2, Berlin Byways 2R, DS DK Pass, DS DK Pass R/T, DS DK Pass T, DS Mario Circuit, GBA Bowser's Castle 2R (Lvl 6), GBA Bowser's Castle 4, GBA Peach Circuit R/T, GBA Sunset Wilds (Lvl 8), GBA Sunset Wilds T, GCN Dino Dino Jungle, GCN Dino Dino Jungle R/T, GCN DK Mountain R, GCN DK Mountain R/T, GCN Waluigi Stadium T, N64 Choco Mountain, N64 Choco Mountain R (Lvl 6), New York Minute 3, New York Minute 3R, New York Minute 4, New York Minute 4T, Ninja Hideaway, Piranha Plant Pipeline R/T, RMX Choco Island 2R/T, RMX Ghost Valley 1T, RMX Rainbow Road 1T, RMX Rainbow Road 2R/T, Rome Avanti 3T, SNES Ghost Valley 1, SNES Ghost Valley 1R (Lvl 3), SNES Ghost Valley 1T (Lvl 3), Sydney Sprint 2T, Vancouver Velocity R/T, Wii DK Summit, Wii Maple Treeway
k_daikon_rocket;Daikon Rocket;HighEnd;3DS Rosalina's Ice World (Lvl 3), 3DS Rosalina's Ice World R/T (Lvl 6), Amsterdam Drift, Amsterdam Drift 2, Amsterdam Drift 2R, Amsterdam Drift 2R/T, Amsterdam Drift R, DS Peach Gardens T, GBA Sky Garden R, GCN Dino Dino Jungle R, GCN Yoshi Circuit T (Lvl 3), N64 Luigi Raceway R, N64 Royal Raceway R, N64 Royal Raceway T, N64 Yoshi Valley R (Lvl 8), N64 Yoshi Valley T, New York Minute R/T, Ninja Hideaway T, Paris Promenade B, RMX Donut Plains 1R/T, RMX Vanilla Lake 2R/T, Sky-High Sundae R/T, SNES Bowser Castle 3T, SNES Choco Island 2, SNES Donut Plains 2R/T, SNES Ghost Valley 1R, SNES Mario Circuit 2R/T, SNES Rainbow Road, SNES Rainbow Road T (Lvl 6), SNES Vanilla Lake 1R/T, Squeaky Clean Sprint, Sydney Sprint 3, Tokyo Blur 3, Tokyo Blur 4R/T, Vancouver Velocity R/T, Wii Coconut Mall R, Wii Mushroom Gorge
k_dark_buggy;Dark Buggy;HighEnd;3DS Rosalina's Ice World T, Berlin Byways 3R, DS Airship Fortress (Lvl 6), DS Airship Fortress R, DS Airship Fortress T, DS Luigi's Mansion (Lvl 6), DS Luigi's Mansion T, DS Twilight House, DS Waluigi Pinball, GBA Bowser's Castle 1R, GBA Bowser's Castle 1T (Lvl 3), GBA Sunset Wilds R/T, GCN Dino Dino Jungle, GCN Dino Dino Jungle T (Lvl 3), Merry Mountain R, N64 Choco Mountain, N64 Choco Mountain R, N64 Kalimari Desert 2T, Paris Promenade 2T, Piranha Plant Cove 2R, SNES Donut Plains 2T (Lvl 8)
k_dark_clown;Dark Clown;Super;3DS Neo Bowser City (Lvl 6), 3DS Rainbow Road R/T, DS Waluigi Pinball, DS Waluigi Pinball R (Lvl 3), GBA Bowser's Castle 1R, GBA Bowser's Castle 2, GBA Bowser's Castle 2R, GBA Bowser's Castle 2T, GBA Lakeside Park T, Piranha Plant Cove 3, SNES Bowser Castle 3R, SNES Vanilla Lake 1R
k_dark_hop_rod;Dark Hop Rod;HighEnd;3DS Mario Circuit T, 3DS Neo Bowser City T (Lvl 6), 3DS Piranha Plant Slide, 3DS Rosalina's Ice World R, Amsterdam Drift 2, DS Twilight House, GBA Sunset Wilds T, London Loop 3R, N64 Yoshi Valley, New York Minute 4R, New York Minute 4T, Ninja Hideaway (Lvl 6), Ninja Hideaway R, Ninja Hideaway R/T (Lvl 3), Ninja Hideaway T, Piranha Plant Cove, RMX Ghost Valley 1R, RMX Ghost Valley 1R/T, RMX Vanilla Lake 1R, SNES Choco Island 2R/T, SNES Ghost Valley 1R (Lvl 8), SNES Ghost Valley 1T, Sydney Sprint 2R/T, Tokyo Blur (Lvl 3), Tokyo Blur 3T, Vancouver Velocity 2T, Wii DK Summit, Wii DK Summit T
k_dark_trickster;Dark Trickster;HighEnd;3DS Rainbow Road R/T (Lvl 6), Berlin Byways 2, Berlin Byways 2R, DS Twilight House, DS Waluigi Pinball R/T, GBA Boo Lake, GBA Boo Lake T, GBA Bowser's Castle 2R, GBA Bowser's Castle 2T (Lvl 3), GBA Sunset Wilds (Lvl 8), GBA Sunset Wilds T, GCN DK Mountain, London Loop 3T, Merry Mountain, RMX Choco Island 1T, RMX Choco Island 2R, RMX Ghost Valley 1R, RMX Ghost Valley 1R/T, RMX Rainbow Road 2R/T, RMX Rainbow Road 2T, Rome Avanti 3T, SNES Bowser Castle 3R/T, SNES Ghost Valley 1R, SNES Ghost Valley 1R/T (Lvl 3), Sydney Sprint, Tokyo Blur 3R/T, Tokyo Blur T, Wii Maple Treeway R (Lvl 6), Wii Maple Treeway T
k_dasher_ii;Dasher II;Super;3DS Shy Guy Bazaar R, DS Waluigi Pinball R, GBA Battle Course 1, RMX Mario Circuit 1T, SNES Choco Island 1R/T, SNES Choco Island 2, SNES Choco Island 2T (Lvl 3), SNES Donut Plains 1R/T (Lvl 6)
k_daytripper;Daytripper;Super;3DS Daisy Hills, 3DS Shy Guy Bazaar R, DS DK Pass R/T (Lvl 3), SNES Mario Circuit 2, SNES Rainbow Road T (Lvl 6), Wii Daisy Circuit
k_decal_streamliner;Decal Streamliner;HighEnd;3DS Mario Circuit R/T, 3DS Mario Circuit T, 3DS Rosalina's Ice World R/T, 3DS Toad Circuit (Lvl 3), 3DS Toad Circuit R/T, Berlin Byways 3R/T, GBA Battle Course 1, GBA Cheep-Cheep Island, GBA Cheep-Cheep Island R, GCN Yoshi Circuit T, London Loop 2R, RMX Ghost Valley 1T (Lvl 8), Singapore Speedway, Singapore Speedway 2R, Sky-High Sundae R, SNES Mario Circuit 1R/T (Lvl 6), SNES Mario Circuit 1T, SNES Mario Circuit 3R/T, SNES Mario Circuit 3T, SNES Vanilla Lake 2R, SNES Vanilla Lake 2R/T, Squeaky Clean Sprint R/T, Sydney Sprint, Sydney Sprint 3R/T, Tokyo Blur 4, Tokyo Blur 4R/T (Lvl 6), Tokyo Blur 4T, Wii DK Summit, Wii DK Summit T (Lvl 3), Wii Moonview Highway, Wii Moonview Highway R/T
k_desert_rose_wagon;Desert Rose Wagon;HighEnd;3DS Daisy Hills R/T, Athens Dash 3, Bangkok Rush 2R/T, Berlin Byways 3R, GBA Peach Circuit T, GBA Sunset Wilds R/T (Lvl 3), GBA Sunset Wilds T, GBA Yoshi Desert R (Lvl 8), GBA Yoshi Desert R/T, GCN Daisy Cruiser R, GCN Daisy Cruiser R/T, London Loop 3R, Los Angeles Laps 3, Madrid Drive 2T, N64 Frappe Snowland R, N64 Kalimari Desert 2 (Lvl 3), Paris Promenade, Paris Promenade 2T, Paris Promenade 3R/T, Piranha Plant Cove 2R, Piranha Plant Cove T (Lvl 6), Piranha Plant Pipeline, RMX Vanilla Lake 2T, Rome Avanti 3R, Sky-High Sundae T, Sydney Sprint 2R/T, Wii Dry Dry Ruins (Lvl 6), Wii Dry Dry Ruins T, Wii Moonview Highway R
k_dolphin_drifter;Dolphin Drifter;HighEnd;Amsterdam Drift 3R, Athens Dash (Lvl 6), Athens Dash R, Bangkok Rush (Lvl 3), Bangkok Rush 2, Bangkok Rush 3R, GBA Peach Circuit (Lvl 8), GCN Baby Park T (Lvl 3), GCN Mushroom Bridge R, GCN Mushroom Bridge R/T (Lvl 6), Los Angeles Laps 3R/T, Madrid Drive 2, Piranha Plant Cove 3, Piranha Plant Cove 3R/T, RMX Vanilla Lake 1, RMX Vanilla Lake 2, Singapore Speedway 3, Sky-High Sundae T, SNES Vanilla Lake 2R, Squeaky Clean Sprint, Squeaky Clean Sprint R/T, Sydney Sprint 3R/T
k_double_decker;Double-Decker;HighEnd;3DS Neo Bowser City R, 3DS Rainbow Road R (Lvl 8), Berlin Byways 2R/T, DS DK Pass R/T (Lvl 3), DS Luigi's Mansion, DS Waluigi Pinball R, GBA Bowser's Castle 1T, GBA Bowser's Castle 2 (Lvl 3), London Loop 2R/T, London Loop 2T, London Loop 3T, London Loop R, London Loop R/T, New York Minute 4R, SNES Donut Plains 1 (Lvl 6), SNES Donut Plains 1R (Lvl 6), SNES Donut Plains 1T, SNES Donut Plains 2R, SNES Mario Circuit 1R/T
k_dozer_dasher;Dozer Dasher;HighEnd;3DS Cheep Cheep Lagoon, 3DS Cheep Cheep Lagoon T (Lvl 6), 3DS Daisy Hills R/T (Lvl 8), 3DS Daisy Hills T, 3DS Mario Circuit R/T, 3DS Rock Rock Mountain T, DS Airship Fortress R/T, GBA Bowser's Castle 1T, GBA Bowser's Castle 2T, GBA Bowser's Castle 3R/T, N64 Choco Mountain T, N64 Kalimari Desert R/T (Lvl 3), N64 Kalimari Desert T, Paris Promenade 2R/T, RMX Mario Circuit 1T, SNES Choco Island 2R/T, SNES Donut Plains 1R/T (Lvl 6), SNES Mario Circuit 1T, SNES Mario Circuit 2T, SNES Mario Circuit 3T, SNES Vanilla Lake 1R/T (Lvl 3)
k_dragonfly;Dragonfly;HighEnd;3DS Daisy Hills T, 3DS Piranha Plant Slide, Amsterdam Drift R (Lvl 6), Amsterdam Drift T, Athens Dash 3R/T, Bangkok Rush 3R, Bangkok Rush R, Berlin Byways 2, DS Luigi's Mansion T, DS Mario Circuit T, GBA Bowser's Castle 3, GBA Snow Land, GBA Sunset Wilds, GBA Sunset Wilds R/T (Lvl 6), GBA Sunset Wilds T, GCN Cookie Land, London Loop 2T, London Loop 3, N64 Choco Mountain R (Lvl 3), N64 Choco Mountain T, N64 Yoshi Valley (Lvl 8), N64 Yoshi Valley T, New York Minute 4T, RMX Mario Circuit 1R/T, RMX Rainbow Road 2R/T, Rome Avanti T, SNES Choco Island 1, SNES Choco Island 1T (Lvl 3), SNES Donut Plains 1T, SNES Ghost Valley 1R/T, SNES Ghost Valley 2R, SNES Mario Circuit 2, Wii Daisy Circuit, Wii Daisy Circuit R/T, Wii Mushroom Gorge T
k_dreamy_egg;Dreamy Egg;HighEnd;3DS Rainbow Road, 3DS Rainbow Road T, 3DS Rosalina's Ice World R (Lvl 3), 3DS Rosalina's Ice World T (Lvl 6), 3DS Wario Shipyard T, Amsterdam Drift 2R, Bangkok Rush R/T, DS Waluigi Pinball, DS Waluigi Pinball T, GBA Sky Garden, GCN Cookie Land, GCN Daisy Cruiser, Los Angeles Laps 2R, Merry Mountain, Merry Mountain T (Lvl 6), N64 Royal Raceway, N64 Royal Raceway T, N64 Yoshi Valley R, RMX Rainbow Road 1, RMX Rainbow Road 1R/T, RMX Rainbow Road 1T (Lvl 3), RMX Rainbow Road 2 (Lvl 8), SNES Donut Plains 2T, Sydney Sprint R/T, Tokyo Blur 3R/T, Tokyo Blur 4, Wii Koopa Cape, Wii Maple Treeway T
k_dry_bones_dasher;Dry Bones Dasher;HighEnd;Athens Dash 2R/T, Athens Dash 3T, Athens Dash T, Berlin Byways 3R, DS Luigi's Mansion T, GBA Battle Course 1, GBA Bowser's Castle 1R (Lvl 3), GBA Bowser's Castle 2 (Lvl 3), GBA Bowser's Castle 2R, GBA Bowser's Castle 3R (Lvl 6), GBA Bowser's Castle 3T, GBA Bowser's Castle 4, GBA Bowser's Castle 4R (Lvl 6), GBA Lakeside Park R/T, GBA Luigi Circuit T, GBA Yoshi Desert R/T, Madrid Drive 3R/T, Piranha Plant Cove 2R/T, Piranha Plant Cove 3, Piranha Plant Cove T, RMX Bowser's Castle 1R/T, RMX Choco Island 1R/T, RMX Choco Island 2R/T, RMX Vanilla Lake 2R/T, Rome Avanti 2T, SNES Bowser Castle 3R/T (Lvl 8), SNES Donut Plains 3R, SNES Ghost Valley 1, SNES Ghost Valley 1R, SNES Ghost Valley 2, SNES Koopa Troopa Beach 2R/T, Vancouver Velocity T, Wii Koopa Cape, Wii Moonview Highway R/T
k_egg_1;Egg 1;Super;GCN Dino Dino Jungle R/T, GCN Yoshi Circuit R, GCN Yoshi Circuit R/T, N64 Koopa Troopa Beach R/T (Lvl 6), Paris Promenade T, SNES Choco Island 2R, SNES Donut Plains 1R/T, SNES Mario Circuit 1, SNES Mario Circuit 1R (Lvl 3), SNES Rainbow Road T, SNES Vanilla Lake 1R, Tokyo Blur 2R
k_fast_frank;Fast Frank;HighEnd;3DS Bowser's Castle, 3DS Rainbow Road R, 3DS Rock Rock Mountain, 3DS Rock Rock Mountain R (Lvl 3), 3DS Shy Guy Bazaar, 3DS Shy Guy Bazaar T, Amsterdam Drift 2R, Berlin Byways 2, Berlin Byways 2R/T, Berlin Byways R, Berlin Byways R/T, GBA Battle Course 1, GBA Bowser's Castle 1R, GBA Bowser's Castle 2, GBA Bowser's Castle 2T, GBA Sunset Wilds, GBA Sunset Wilds R/T, GBA Sunset Wilds T, GCN Dino Dino Jungle T (Lvl 8), Los Angeles Laps T, Madrid Drive 3, Madrid Drive 3T, N64 Kalimari Desert, N64 Kalimari Desert 2R/T, New York Minute 4R/T, Ninja Hideaway R, RMX Choco Island 1R (Lvl 3), RMX Donut Plains 1R, Rome Avanti R, SNES Koopa Troopa Beach 2R (Lvl 6), SNES Koopa Troopa Beach 2T, SNES Mario Circuit 2R, SNES Mario Circuit 3 (Lvl 6), SNES Mario Circuit 3T, Sydney Sprint R, Sydney Sprint T, Tokyo Blur 4R/T
k_festival_girl;Festival Girl;HighEnd;3DS Cheep Cheep Lagoon (Lvl 3), 3DS Cheep Cheep Lagoon R, 3DS Shy Guy Bazaar, 3DS Shy Guy Bazaar R, 3DS Wario Shipyard R/T, London Loop R, Los Angeles Laps R, N64 Kalimari Desert R/T, N64 Luigi Raceway R, Ninja Hideaway T, RMX Bowser's Castle 1R/T, RMX Choco Island 1R, RMX Rainbow Road 1R/T (Lvl 8), SNES Donut Plains 2R/T, SNES Ghost Valley 1R, SNES Ghost Valley 1T (Lvl 3), SNES Vanilla Lake 1T (Lvl 6), Squeaky Clean Sprint, Sydney Sprint R, Tokyo Blur 2, Tokyo Blur 2T, Tokyo Blur 3T, Tokyo Blur R/T, Wii Maple Treeway, Wii Maple Treeway T (Lvl 6)
k_firefly;Firefly;HighEnd;3DS Shy Guy Bazaar, 3DS Toad Circuit R, Amsterdam Drift R, Bangkok Rush T, DS Airship Fortress (Lvl 3), DS Airship Fortress R, DS Airship Fortress T (Lvl 6), GBA Cheep-Cheep Island T, GCN Dino Dino Jungle, Los Angeles Laps R, N64 Choco Mountain (Lvl 3), N64 Choco Mountain R (Lvl 6), N64 Choco Mountain T, N64 Kalimari Desert, N64 Kalimari Desert R/T, N64 Kalimari Desert T, New York Minute 4, New York Minute 4R, Paris Promenade 3, Piranha Plant Cove 3R/T, RMX Choco Island 1R/T, RMX Choco Island 1T, Rome Avanti 2R/T, SNES Choco Island 1T (Lvl 8), SNES Donut Plains 2R, SNES Mario Circuit 2R, SNES Mario Circuit 3R, Sydney Sprint 2, Wii DK Summit R
k_fish_bone_ferry;Fish Bone Ferry;HighEnd;3DS Cheep Cheep Lagoon, Athens Dash, Athens Dash 2R, Bangkok Rush 3R, Berlin Byways 3R, GBA Bowser's Castle 4, GBA Cheep-Cheep Island R/T, GBA Lakeside Park, GBA Luigi Circuit, Madrid Drive T, Piranha Plant Cove 2R, Piranha Plant Cove 3R/T, Piranha Plant Cove 3T, Piranha Plant Cove R, Piranha Plant Cove T, Piranha Plant Pipeline T, RMX Vanilla Lake 2, Rome Avanti 2R/T, Rome Avanti 3R, Rome Avanti R (Lvl 6), Singapore Speedway 2R/T, Singapore Speedway R/T (Lvl 3), Sky-High Sundae R/T, SNES Koopa Troopa Beach 2R/T, SNES Vanilla Lake 2R/T, Squeaky Clean Sprint T, Vancouver Velocity 2, Vancouver Velocity 2R/T (Lvl 6), Vancouver Velocity 2T (Lvl 3), Vancouver Velocity 3R, Wii Dry Dry Ruins, Wii Moonview Highway, Wii Moonview Highway R, Wii Moonview Highway R/T (Lvl 8)
k_flame_flyer;Flame Flyer;Super;3DS Daisy Hills T (Lvl 6), DS DK Pass, GBA Bowser's Castle 1T, GCN Dino Dino Jungle, GCN Dino Dino Jungle R (Lvl 3), New York Minute 2R/T
k_flaming_speeder;Flaming Speeder;HighEnd;3DS Bowser's Castle R, Athens Dash 2, Bangkok Rush 2T, Bangkok Rush 3R/T, Berlin Byways R/T, DS DK Pass T, DS Mario Circuit R, GBA Boo Lake R/T, GBA Bowser's Castle 3, GBA Cheep-Cheep Island R/T, GBA Lakeside Park, GBA Peach Circuit R/T, GBA Snow Land R, GBA Sunset Wilds R (Lvl 6), GBA Sunset Wilds T, GBA Yoshi Desert R/T, GCN Cookie Land, GCN DK Mountain R, GCN DK Mountain T, GCN Mushroom Bridge, London Loop R, Los Angeles Laps 2R, Los Angeles Laps 3T, Merry Mountain R, N64 Choco Mountain R/T, New York Minute 2, New York Minute R, Paris Promenade 3T, Piranha Plant Cove, RMX Bowser's Castle 1, RMX Choco Island 1R/T (Lvl 6), Rome Avanti 2T, Singapore Speedway 3, SNES Bowser Castle 3, SNES Choco Island 1 (Lvl 3), SNES Choco Island 1R/T (Lvl 8), SNES Choco Island 2R/T, SNES Donut Plains 2 (Lvl 3), SNES Donut Plains 2R, SNES Mario Circuit 2, SNES Rainbow Road R/T, Wii Dry Dry Ruins R/T, Wii Rainbow Road T
k_flower_kart;Flower Kart;HighEnd;3DS Daisy Hills R, 3DS Daisy Hills R/T, 3DS Shy Guy Bazaar, Amsterdam Drift, Amsterdam Drift 2R/T, Amsterdam Drift 2T, Amsterdam Drift R, Amsterdam Drift R/T, Athens Dash R/T, Bangkok Rush 3R/T, Bangkok Rush R, GBA Cheep-Cheep Island, GBA Sky Garden R, GCN Daisy Cruiser T, GCN Yoshi Circuit (Lvl 3), N64 Royal Raceway, N64 Yoshi Valley, N64 Yoshi Valley R (Lvl 8), N64 Yoshi Valley T (Lvl 6), Paris Promenade 2R/T, Paris Promenade 3, Paris Promenade B, RMX Rainbow Road 2 (Lvl 6), SNES Choco Island 2, SNES Choco Island 2R, SNES Choco Island 2R/T, SNES Donut Plains 3R, SNES Rainbow Road R (Lvl 3), SNES Rainbow Road T, Sydney Sprint 2R, Sydney Sprint 3T, Vancouver Velocity 3T, Vancouver Velocity R, Wii Coconut Mall R/T, Wii Koopa Cape R, Wii Maple Treeway R/T, Yoshi's Island T
k_flowery_badwagon;Flowery Badwagon;HighEnd;3DS Cheep Cheep Lagoon T (Lvl 3), Amsterdam Drift R/T, Athens Dash 2T, Bangkok Rush 2R/T, Bangkok Rush 3T, DS Mario Circuit R/T, DS Peach Gardens R/T, DS Shroom Ridge, GBA Bowser's Castle 3, GBA Cheep-Cheep Island T, GBA Lakeside Park R, GBA Snow Land R/T, GBA Yoshi Desert, GCN Baby Park T, GCN Daisy Cruiser, GCN Daisy Cruiser R (Lvl 6), Los Angeles Laps, Los Angeles Laps 2T, Los Angeles Laps 3R/T, Merry Mountain R/T, N64 Koopa Troopa Beach, N64 Mario Raceway R, N64 Yoshi Valley R (Lvl 6), New York Minute 2R, Piranha Plant Cove 2R/T, RMX Bowser's Castle 1, RMX Choco Island 1R, RMX Donut Plains 1R, Singapore Speedway 2T, Singapore Speedway 3T, Sky-High Sundae R/T, SNES Bowser Castle 3, SNES Choco Island 1R/T, SNES Donut Plains 2T, SNES Donut Plains 3R, Squeaky Clean Sprint R/T, Wii Coconut Mall R (Lvl 3), Wii Coconut Mall T, Wii Dry Dry Ruins T, Wii Koopa Cape R/T, Wii Koopa Cape T (Lvl 8), Wii Maple Treeway, Wii Rainbow Road T
k_frost_wing;Frost Wing;HighEnd;3DS Rosalina's Ice World R/T, 3DS Toad Circuit R, 3DS Toad Circuit T, Amsterdam Drift 2, Berlin Byways 3R/T, GBA Sky Garden, GBA Snow Land, GBA Snow Land R, GCN Mushroom Bridge R/T, London Loop T, Madrid Drive 3T, Merry Mountain T (Lvl 3), N64 Frappe Snowland, N64 Luigi Raceway R/T, RMX Rainbow Road 1R, RMX Rainbow Road 2, RMX Rainbow Road 2R (Lvl 6), RMX Rainbow Road 2R/T (Lvl 8), RMX Rainbow Road 2T, RMX Vanilla Lake 1R, RMX Vanilla Lake 1T, RMX Vanilla Lake 2T, Rome Avanti 3R, SNES Vanilla Lake 1, SNES Vanilla Lake 1R/T, SNES Vanilla Lake 2 (Lvl 6), SNES Vanilla Lake 2R (Lvl 3), SNES Vanilla Lake 2T, Squeaky Clean Sprint R/T, Sydney Sprint, Vancouver Velocity 2R, Vancouver Velocity 2R/T, Wii Moonview Highway, Wii Moonview Highway T
k_frosty_bells;Frosty Bells;HighEnd;3DS Cheep Cheep Lagoon (Lvl 3), 3DS Cheep Cheep Lagoon T, 3DS Rosalina's Ice World R/T, 3DS Wario Shipyard R/T, DS DK Pass R, DS Mario Circuit R, GBA Sky Garden T, GBA Snow Land, GCN Baby Park R, London Loop R/T, Merry Mountain R (Lvl 3), N64 Frappe Snowland, N64 Frappe Snowland R/T, RMX Rainbow Road 1R/T, RMX Rainbow Road 1T, RMX Rainbow Road 2T (Lvl 6), RMX Vanilla Lake 1, RMX Vanilla Lake 1R, RMX Vanilla Lake 1T (Lvl 8), RMX Vanilla Lake 2, Singapore Speedway 3R, SNES Choco Island 2R/T, SNES Choco Island 2T, SNES Vanilla Lake 1, SNES Vanilla Lake 1R, SNES Vanilla Lake 2R, SNES Vanilla Lake 2T (Lvl 6), Vancouver Velocity 2, Vancouver Velocity 2T
k_ghost_ride;Ghost Ride;HighEnd;3DS Neo Bowser City, 3DS Neo Bowser City T, DS Luigi's Mansion (Lvl 3), DS Luigi's Mansion R, DS Mario Circuit R/T, GBA Bowser's Castle 2R, GBA Bowser's Castle 2R/T, GBA Bowser's Castle 2T (Lvl 3), GBA Cheep-Cheep Island (Lvl 8), London Loop 3R, London Loop 3R/T, Paris Promenade 3, Paris Promenade 3R, Piranha Plant Cove, RMX Choco Island 1R, RMX Choco Island 1T (Lvl 6), Singapore Speedway 3T, SNES Ghost Valley 1T (Lvl 6), SNES Ghost Valley 2R/T, Wii Maple Treeway R/T
k_gilded_king;Gilded King;HighEnd;3DS Neo Bowser City R, 3DS Neo Bowser City T, 3DS Shy Guy Bazaar R/T, DS Airship Fortress, DS Airship Fortress R (Lvl 3), DS Twilight House, DS Waluigi Pinball (Lvl 6), GBA Bowser's Castle 1, GBA Bowser's Castle 1R, GBA Bowser's Castle 1R/T, GBA Bowser's Castle 2 (Lvl 6), GBA Bowser's Castle 2R, GBA Bowser's Castle 2R/T, GBA Bowser's Castle 2T (Lvl 3), GCN Dino Dino Jungle R, GCN DK Mountain T, London Loop R, London Loop T, Merry Mountain, N64 Kalimari Desert, New York Minute 3, RMX Choco Island 1T, RMX Rainbow Road 2T, SNES Donut Plains 2T, Wii DK Summit R (Lvl 8)
k_gilded_prancer;Gilded Prancer;HighEnd;3DS Daisy Hills R/T, 3DS Mario Circuit R/T, 3DS Rainbow Road R/T, 3DS Shy Guy Bazaar R (Lvl 3), 3DS Toad Circuit (Lvl 3), DS DK Pass, DS DK Pass R (Lvl 6), DS DK Pass R/T, DS Peach Gardens, DS Peach Gardens R, GBA Sunset Wilds R, GBA Sunset Wilds T (Lvl 8), GCN Daisy Cruiser R, N64 Frappe Snowland, N64 Frappe Snowland R (Lvl 6), N64 Frappe Snowland T, N64 Royal Raceway, N64 Royal Raceway T, SNES Vanilla Lake 1T, Sydney Sprint R/T, Tokyo Blur 4T
k_glam_bruiser;Glam Bruiser;HighEnd;3DS Neo Bowser City T (Lvl 3), 3DS Shy Guy Bazaar R/T (Lvl 3), 3DS Toad Circuit R/T, DS Waluigi Pinball (Lvl 6), DS Waluigi Pinball R/T (Lvl 6), DS Waluigi Pinball T, GBA Bowser's Castle 1R/T, GBA Bowser's Castle 2, GBA Bowser's Castle 2R, New York Minute 2T, New York Minute 3R/T, Piranha Plant Pipeline R/T, Singapore Speedway 2, SNES Choco Island 2R/T, SNES Mario Circuit 3R, SNES Mario Circuit 3T, SNES Vanilla Lake 1R (Lvl 8)
k_gold_8_bit_pipe_frame;Gold 8-Bit Pipe Frame;HighEnd;3DS Bowser's Castle, Athens Dash 2R, Athens Dash 2T, Athens Dash R, Bangkok Rush 2T, Berlin Byways 3R/T, Berlin Byways T, DS DK Pass R, DS Mario Circuit R (Lvl 8), DS Waluigi Pinball R, GBA Battle Course 1, GBA Bowser's Castle 3, GBA Yoshi Desert, GCN Baby Park R, GCN Daisy Cruiser T, GCN Mushroom Bridge R/T, London Loop R/T, Madrid Drive 2R/T, Madrid Drive T, Piranha Plant Pipeline R/T, RMX Choco Island 1R/T, Rome Avanti, Rome Avanti 2, Rome Avanti 3R, Singapore Speedway 2, SNES Bowser Castle 3, SNES Choco Island 1R, SNES Choco Island 2T, SNES Donut Plains 1T, SNES Donut Plains 2T, SNES Mario Circuit 1 (Lvl 3), SNES Mario Circuit 1R, SNES Mario Circuit 1R/T (Lvl 6), SNES Mario Circuit 1T, SNES Mario Circuit 2R (Lvl 6), SNES Mario Circuit 2T, SNES Mario Circuit 3, SNES Mario Circuit 3R (Lvl 3), SNES Mario Circuit 3T, Sydney Sprint R/T, Tokyo Blur 3, Wii Daisy Circuit R/T, Wii Rainbow Road, Wii Rainbow Road T
k_gold_b_dasher;Gold B Dasher;HighEnd;Bangkok Rush 3, Berlin Byways 3R (Lvl 6), London Loop 3T (Lvl 3), Madrid Drive 3R, Madrid Drive 3T (Lvl 6), New York Minute 3T, Sydney Sprint 3, Sydney Sprint 3R/T (Lvl 8), Tokyo Blur 3R (Lvl 3), Tokyo Blur 3T
k_gold_blooper;Gold Blooper;Super;3DS Cheep Cheep Lagoon R, 3DS Shy Guy Bazaar, GBA Bowser's Castle 1R/T (Lvl 3), N64 Koopa Troopa Beach, N64 Koopa Troopa Beach R (Lvl 6), N64 Koopa Troopa Beach T, New York Minute R, Piranha Plant Cove 3R/T, Piranha Plant Pipeline R, RMX Choco Island 2R/T, SNES Mario Circuit 1R
k_gold_bruiser;Gold Bruiser;HighEnd;3DS Bowser's Castle (Lvl 6), 3DS Bowser's Castle T, 3DS Mario Circuit (Lvl 3), 3DS Neo Bowser City T (Lvl 3), 3DS Rainbow Road R/T, 3DS Wario Shipyard R/T, Amsterdam Drift, Athens Dash R, Bangkok Rush, Berlin Byways R/T, DS Airship Fortress R/T (Lvl 6), DS Airship Fortress T, DS Luigi's Mansion R, DS Peach Gardens R/T (Lvl 8), DS Waluigi Pinball R, DS Waluigi Pinball R/T, GBA Bowser's Castle 3, GBA Bowser's Castle 3R, GBA Sunset Wilds, GBA Sunset Wilds R, GBA Yoshi Desert R/T, GCN Daisy Cruiser R, GCN Waluigi Stadium R, London Loop R, N64 Frappe Snowland R/T, N64 Frappe Snowland T, N64 Kalimari Desert T, Paris Promenade 3R/T, Piranha Plant Cove T, RMX Bowser's Castle 1, RMX Choco Island 2, RMX Choco Island 2R/T, RMX Donut Plains 1R, RMX Rainbow Road 1, RMX Rainbow Road 2R, RMX Vanilla Lake 2R, Rome Avanti R, SNES Bowser Castle 3R, SNES Choco Island 1, SNES Choco Island 2T, SNES Donut Plains 2T, SNES Donut Plains 3R, SNES Ghost Valley 1T, SNES Koopa Troopa Beach 2, SNES Mario Circuit 2T, Tokyo Blur 4T, Vancouver Velocity 3, Vancouver Velocity T, Wii Maple Treeway R/T
