ID;Name;Rarity;Top Shelf Courses
d_castle_mii_racing_suit;Castle Mii Racing Suit;HighEnd;3DS Bowser's Castle R, 3DS Bowser's Castle T, 3DS Piranha Plant Slide, 3DS Piranha Plant Slide R, 3DS Piranha Plant Slide R/T, Amsterdam Drift 2T, Athens Dash T, Berlin Byways 3 (Lvl 6), Berlin Byways 3R (Lvl 8), Berlin Byways 3T, GBA Boo Lake R/T, GBA Boo Lake T, GBA Bowser's Castle 4, GBA Lakeside Park R/T, GBA Yoshi Desert R, GCN Waluigi Stadium R/T, Los Angeles Laps 2R/T, Los Angeles Laps 2T, Madrid Drive 2, Merry Mountain T, N64 Kalimari Desert 2R/T, Piranha Plant Cove, Piranha Plant Cove 3, RMX Choco Island 2R, RMX Choco Island 2R/T, RMX Ghost Valley 1R, Rome Avanti 2R/T, Singapore Speedway 3R, Singapore Speedway R, SNES Donut Plains 1R/T, SNES Ghost Valley 2T, SNES Koopa Troopa Beach 2R/T, SNES Mario Circuit 3, Sydney Sprint 3, Sydney Sprint 3R (Lvl 3), Sydney Sprint 3T, Wii Dry Dry Ruins R/T
d_cat_luigi;Cat Luigi;HighEnd;3DS Neo Bowser City, 3DS Neo Bowser City T, 3DS Piranha Plant Slide, 3DS Piranha Plant Slide R, Athens Dash R/T, Bangkok Rush 3T, Bangkok Rush R/T, Berlin Byways R, Berlin Byways T, DS Luigi's Mansion, DS Luigi's Mansion R, DS Luigi's Mansion R/T, DS Mario Circuit T, DS Shroom Ridge, GBA Lakeside Park R/T, GBA Luigi Circuit R, GBA Peach Circuit R/T, GBA Snow Land T, GCN Baby Park R, GCN Baby Park R/T, GCN Baby Park T, GCN Cookie Land, GCN Dino Dino Jungle T, GCN DK Mountain, Madrid Drive 3, Madrid Drive R/T, N64 Frappe Snowland R/T (Lvl 6), N64 Koopa Troopa Beach T (Lvl 3), N64 Luigi Raceway R, N64 Luigi Raceway T, N64 Yoshi Valley T, New York Minute 4R/T, Paris Promenade, Piranha Plant Cove R/T, RMX Donut Plains 1R/T, RMX Ghost Valley 1R (Lvl 3), RMX Rainbow Road 2T, Rome Avanti T, Singapore Speedway 2R/T, Singapore Speedway 3R/T, Sky-High Sundae R/T, SNES Bowser Castle 3R/T, SNES Ghost Valley 1R/T, Sydney Sprint 3R, Vancouver Velocity 2, Vancouver Velocity 3, Wii Coconut Mall, Wii Dry Dry Ruins, Wii Koopa Cape R (Lvl 8), Wii Koopa Cape R/T, Wii Moonview Highway T, Wii Mushroom Gorge (Lvl 6), Wii Rainbow Road R/T, Yoshi's Island R
d_cat_mario;Cat Mario;HighEnd;3DS Mario Circuit T, Athens Dash 2T, Athens Dash 3, Bangkok Rush, Bangkok Rush 3R, Berlin Byways 2T, DS Mario Circuit R/T, DS Shroom Ridge T, GBA Boo Lake R, GBA Bowser's Castle 3, GBA Cheep-Cheep Island R/T, GBA Riverside Park R/T, GBA Riverside Park T, GBA Sky Garden R, GBA Snow Land R, GCN Baby Park, GCN Dino Dino Jungle R, London Loop 2R/T, London Loop 3, London Loop 3T, Merry Mountain R/T, N64 Choco Mountain R/T, N64 Kalimari Desert, N64 Kalimari Desert 2, N64 Luigi Raceway, N64 Mario Raceway T, N64 Yoshi Valley (Lvl 6), New York Minute 2, New York Minute 2R/T, New York Minute 3R/T, New York Minute 4R, Ninja Hideaway R, Piranha Plant Cove 3T, Piranha Plant Cove T, RMX Choco Island 1R/T, RMX Choco Island 2R (Lvl 6), RMX Choco Island 2T (Lvl 3), RMX Donut Plains 1, Singapore Speedway 2T, Sky-High Sundae R/T, SNES Bowser Castle 3T, SNES Donut Plains 2 (Lvl 3), SNES Ghost Valley 2R/T, SNES Koopa Troopa Beach 2R/T, SNES Mario Circuit 1R/T, SNES Mario Circuit 2R/T, Squeaky Clean Sprint, Sydney Sprint 3, Sydney Sprint 3T, Tokyo Blur, Wii Coconut Mall, Wii Dry Dry Ruins T, Wii Koopa Cape R, Wii Koopa Cape T (Lvl 8), Wii Moonview Highway R
d_cat_mii_racing_suit;Cat Mii Racing Suit;HighEnd;3DS Cheep Cheep Lagoon R/T, 3DS Neo Bowser City, 3DS Piranha Plant Slide R, Amsterdam Drift R, Bangkok Rush 2T, DS Luigi's Mansion R/T (Lvl 6), DS Shroom Ridge R/T, GBA Boo Lake T, GBA Riverside Park R, GBA Sky Garden R, GBA Snow Land R, GBA Sunset Wilds R/T, GCN Baby Park R, GCN Baby Park T (Lvl 8), GCN Dino Dino Jungle R, Madrid Drive 3R/T, N64 Frappe Snowland R/T, New York Minute 3, New York Minute B, Ninja Hideaway R/T, Paris Promenade, Paris Promenade 2, Piranha Plant Cove R, RMX Bowser's Castle 1R/T, RMX Vanilla Lake 2R/T, SNES Donut Plains 2R (Lvl 3), SNES Ghost Valley 2, SNES Mario Circuit 2R/T, SNES Mario Circuit 2T, Tokyo Blur, Tokyo Blur R/T, Wii Daisy Circuit, Wii Koopa Cape, Wii Moonview Highway R/T, Wii Rainbow Road R
d_cat_peach;Cat Peach;HighEnd;3DS Rosalina's Ice World T, DS Airship Fortress, GBA Riverside Park T, GBA Sunset Wilds R/T, GCN Waluigi Stadium R, Los Angeles Laps 3R, Merry Mountain, Merry Mountain T (Lvl 6), N64 Kalimari Desert 2, N64 Royal Raceway R (Lvl 3), N64 Royal Raceway R/T, Paris Promenade, Paris Promenade 3T, Paris Promenade B, Paris Promenade R, Paris Promenade R/T, RMX Choco Island 2, RMX Rainbow Road 1, RMX Rainbow Road 1R/T, RMX Rainbow Road 1T, RMX Rainbow Road 2, RMX Vanilla Lake 1R, SNES Donut Plains 2, SNES Donut Plains 2T (Lvl 6), SNES Mario Circuit 1R (Lvl 8), Sydney Sprint 2R/T, Sydney Sprint R/T, Tokyo Blur 2, Tokyo Blur 4R/T, Wii Maple Treeway, Wii Maple Treeway T (Lvl 3)
d_cat_rosalina;Cat Rosalina;HighEnd;3DS Bowser's Castle T, 3DS Rosalina's Ice World, 3DS Rosalina's Ice World R/T, Amsterdam Drift 2T, Amsterdam Drift T, DS DK Pass R, DS DK Pass T, DS Luigi's Mansion R/T, DS Mario Circuit R, GBA Boo Lake R/T, GBA Bowser's Castle 3R, GBA Riverside Park, GBA Riverside Park R, GBA Sunset Wilds, GBA Sunset Wilds T, GCN Yoshi Circuit R/T, Los Angeles Laps 2T, N64 Choco Mountain R/T (Lvl 6), N64 Koopa Troopa Beach R, Ninja Hideaway T, Paris Promenade 3, Paris Promenade B, RMX Choco Island 2, RMX Choco Island 2T (Lvl 3), RMX Ghost Valley 1R/T, RMX Rainbow Road 1R (Lvl 8), RMX Rainbow Road 2 (Lvl 3), Singapore Speedway 2R, Sky-High Sundae R/T, SNES Donut Plains 1, SNES Donut Plains 1T (Lvl 6), SNES Vanilla Lake 1R, Squeaky Clean Sprint R/T, Wii DK Summit R, Wii Mushroom Gorge R, Wii Mushroom Gorge T
d_cat_toad;Cat Toad;HighEnd;3DS Rosalina's Ice World R, 3DS Shy Guy Bazaar R (Lvl 3), 3DS Toad Circuit T, 3DS Wario Shipyard T, Amsterdam Drift R/T, GBA Bowser's Castle 2R, GBA Cheep-Cheep Island T, GBA Sunset Wilds R/T, GCN Dino Dino Jungle, GCN Yoshi Circuit T, Los Angeles Laps 3R/T, Merry Mountain (Lvl 6), Merry Mountain R, N64 Choco Mountain R/T, New York Minute 4T, Ninja Hideaway, Paris Promenade 2 (Lvl 3), Paris Promenade 2R, Paris Promenade 3, Paris Promenade B, RMX Choco Island 1R/T, RMX Choco Island 1T, RMX Rainbow Road 1R/T, RMX Vanilla Lake 1T, SNES Donut Plains 2 (Lvl 6), SNES Donut Plains 2R, Sydney Sprint, Sydney Sprint 2R/T, Sydney Sprint 3R, Sydney Sprint R, Tokyo Blur 2, Tokyo Blur 4, Wii Maple Treeway R/T, Wii Mushroom Gorge (Lvl 8), Wii Mushroom Gorge T
d_chain_chomp_mii_racing_suit;Chain Chomp Mii Racing Suit;HighEnd;Amsterdam Drift 3R/T, Bangkok Rush, Bangkok Rush 2R, Bangkok Rush 3R, Berlin Byways 2, Berlin Byways 3, DS Airship Fortress R/T, DS Luigi's Mansion (Lvl 3), DS Luigi's Mansion T, DS Shroom Ridge T, GBA Boo Lake, GBA Boo Lake R/T, GBA Bowser's Castle 3R/T, GCN Baby Park, Merry Mountain R/T, N64 Luigi Raceway T, N64 Yoshi Valley, Paris Promenade B, Piranha Plant Cove, RMX Choco Island 1, RMX Vanilla Lake 1, Rome Avanti R/T, SNES Choco Island 1 (Lvl 6), SNES Choco Island 1R/T, SNES Choco Island 2T, SNES Mario Circuit 3R/T, Sydney Sprint, Vancouver Velocity 2R/T, Wii Coconut Mall (Lvl 8), Wii Daisy Circuit T, Wii Dry Dry Ruins R/T, Wii Rainbow Road R
d_chargin_chuck;Chargin' Chuck;HighEnd;3DS Bowser's Castle T, 3DS Rock Rock Mountain R, 3DS Rock Rock Mountain T (Lvl 8), 3DS Wario Shipyard, 3DS Wario Shipyard R, 3DS Wario Shipyard R/T, 3DS Wario Shipyard T (Lvl 6), Amsterdam Drift T, Berlin Byways, Berlin Byways 3, Berlin Byways R, DS Airship Fortress, DS Airship Fortress R/T, DS Waluigi Pinball R/T, GBA Bowser's Castle 1R, GBA Bowser's Castle 3T, GBA Cheep-Cheep Island (Lvl 3), Los Angeles Laps 2, Los Angeles Laps 2T, Los Angeles Laps 3 (Lvl 6), N64 Choco Mountain R/T, N64 Kalimari Desert 2R/T, New York Minute B, RMX Mario Circuit 1R, SNES Choco Island 1, SNES Donut Plains 1, SNES Donut Plains 2, SNES Mario Circuit 1, Tokyo Blur 4, Wii Coconut Mall, Wii DK Summit R, Wii DK Summit T (Lvl 3), Wii Koopa Cape, Wii Koopa Cape R, Wii Mushroom Gorge R, Wii Mushroom Gorge T
d_chargin_chuck_gold;Chargin' Chuck (Gold);HighEnd;3DS Bowser's Castle T, 3DS Neo Bowser City (Lvl 3), 3DS Rainbow Road R/T, 3DS Rock Rock Mountain T, 3DS Wario Shipyard T, Amsterdam Drift 3R, Athens Dash 2, Athens Dash R/T, Bangkok Rush 2R/T, Bangkok Rush 3, Bangkok Rush 3T, GBA Bowser's Castle 3R (Lvl 6), GBA Snow Land R/T, GBA Sunset Wilds R, GBA Yoshi Desert R, GBA Yoshi Desert R/T, GCN Daisy Cruiser R, GCN DK Mountain, GCN DK Mountain R, GCN Mushroom Bridge T, GCN Waluigi Stadium R, GCN Waluigi Stadium T, London Loop 2T, Los Angeles Laps 2T, Los Angeles Laps 3R/T, Los Angeles Laps T, Madrid Drive R/T, Merry Mountain, N64 Choco Mountain R/T, N64 Kalimari Desert R/T, Ninja Hideaway T, Piranha Plant Cove 2T, RMX Bowser's Castle 1 (Lvl 8), RMX Bowser's Castle 1R, RMX Bowser's Castle 1R/T, RMX Bowser's Castle 1T, RMX Donut Plains 1R/T, RMX Vanilla Lake 2T, Rome Avanti 2R/T, Rome Avanti 3, SNES Choco Island 1R/T (Lvl 3), SNES Donut Plains 3T, SNES Ghost Valley 2R, SNES Koopa Troopa Beach 2T, SNES Mario Circuit 3R, SNES Rainbow Road R/T, Squeaky Clean Sprint R/T, Sydney Sprint 3R, Sydney Sprint 3T, Wii Coconut Mall T, Wii Daisy Circuit T, Wii Dry Dry Ruins T, Wii Mushroom Gorge R (Lvl 6), Wii Mushroom Gorge T, Wii Rainbow Road, Yoshi's Island R
d_cheep_cheep_mii_racing_suit;Cheep Cheep Mii Racing Suit;HighEnd;3DS Cheep Cheep Lagoon (Lvl 3), 3DS Cheep Cheep Lagoon T (Lvl 6), 3DS Piranha Plant Slide R, 3DS Wario Shipyard R, Amsterdam Drift 2R, Amsterdam Drift 3R/T, Athens Dash R/T, Bangkok Rush 2R, Bangkok Rush 3R/T, DS Mario Circuit R, DS Shroom Ridge R, GBA Bowser's Castle 2R, GBA Cheep-Cheep Island, GBA Cheep-Cheep Island R/T, GBA Riverside Park R, GBA Snow Land, GCN Daisy Cruiser R, GCN Daisy Cruiser R/T, GCN Daisy Cruiser T, Los Angeles Laps 3T, Los Angeles Laps R, Los Angeles Laps R/T, Madrid Drive 3R/T, Madrid Drive T, N64 Mario Raceway T, Piranha Plant Cove T, Piranha Plant Pipeline T, RMX Bowser's Castle 1R/T, RMX Donut Plains 1, Rome Avanti 2R, SNES Bowser Castle 3T, SNES Donut Plains 3R/T, SNES Vanilla Lake 1, Squeaky Clean Sprint, Wii Coconut Mall R/T, Wii Koopa Cape R, Wii Koopa Cape T (Lvl 8), Yoshi's Island R
d_daisy;Daisy;Super;3DS Cheep Cheep Lagoon R, 3DS Daisy Hills, 3DS Daisy Hills T, 3DS Shy Guy Bazaar R, 3DS Shy Guy Bazaar R/T (Lvl 3), 3DS Shy Guy Bazaar T (Lvl 6), RMX Choco Island 1T, RMX Choco Island 2R/T, Squeaky Clean Sprint R, Wii Daisy Circuit
d_daisy_fairy;Daisy (Fairy);HighEnd;3DS Daisy Hills R (Lvl 3), 3DS Daisy Hills T (Lvl 8), 3DS Mario Circuit R, 3DS Rainbow Road, Amsterdam Drift R, Athens Dash 3R, Berlin Byways R/T, DS Luigi's Mansion R/T, GBA Riverside Park T, GBA Sunset Wilds R, GCN Daisy Cruiser, GCN Yoshi Circuit R (Lvl 6), N64 Koopa Troopa Beach R/T (Lvl 3), RMX Choco Island 1, RMX Choco Island 1R (Lvl 6), RMX Choco Island 2, RMX Mario Circuit 1T, SNES Choco Island 2, SNES Choco Island 2R, SNES Choco Island 2R/T, SNES Vanilla Lake 1, SNES Vanilla Lake 1R, SNES Vanilla Lake 1R/T, Sydney Sprint 3R/T, Tokyo Blur T, Wii Coconut Mall R, Wii Daisy Circuit R/T, Wii Maple Treeway
d_daisy_farmer;Daisy (Farmer);HighEnd;3DS Daisy Hills, 3DS Daisy Hills R, 3DS Daisy Hills R/T, 3DS Piranha Plant Slide, Amsterdam Drift 2, Amsterdam Drift 2R/T, Amsterdam Drift 2T, Amsterdam Drift T, Bangkok Rush 2, Bangkok Rush 2R, Bangkok Rush 3T, Bangkok Rush R/T, DS Mario Circuit T, DS Peach Gardens, DS Peach Gardens T, GBA Bowser's Castle 3, GBA Lakeside Park R, GBA Sunset Wilds, GBA Sunset Wilds R/T (Lvl 6), GCN Dino Dino Jungle, Los Angeles Laps R/T, Los Angeles Laps T, Merry Mountain R/T, N64 Choco Mountain, N64 Choco Mountain T (Lvl 6), N64 Kalimari Desert, N64 Kalimari Desert 2, N64 Kalimari Desert 2R, N64 Luigi Raceway R, N64 Yoshi Valley (Lvl 8), N64 Yoshi Valley R, Paris Promenade B, Rome Avanti 2, SNES Choco Island 1R (Lvl 3), SNES Choco Island 1T, SNES Donut Plains 1T, SNES Donut Plains 3R/T, SNES Mario Circuit 3T, SNES Vanilla Lake 1, Wii Coconut Mall T, Wii Daisy Circuit R, Wii Daisy Circuit R/T, Wii Koopa Cape T, Wii Maple Treeway R (Lvl 3), Wii Mushroom Gorge, Wii Mushroom Gorge T
d_daisy_holiday_cheer;Daisy (Holiday Cheer);HighEnd;3DS Daisy Hills R, 3DS Daisy Hills T (Lvl 3), 3DS Rosalina's Ice World R/T, 3DS Shy Guy Bazaar T, 3DS Toad Circuit R/T, Bangkok Rush T, DS Luigi's Mansion R (Lvl 6), GBA Cheep-Cheep Island R/T, GBA Sunset Wilds R/T, GCN Baby Park, GCN Cookie Land, GCN Daisy Cruiser T, London Loop, London Loop 3, London Loop R/T, Merry Mountain R, Merry Mountain R/T, N64 Koopa Troopa Beach R, Paris Promenade 3R/T, RMX Choco Island 1T, RMX Mario Circuit 1T (Lvl 6), Singapore Speedway, SNES Choco Island 1R/T, SNES Choco Island 2R (Lvl 3), SNES Donut Plains 2R/T, SNES Mario Circuit 3R, SNES Vanilla Lake 1T (Lvl 8), SNES Vanilla Lake 2, Sydney Sprint 3R, Tokyo Blur 3T, Vancouver Velocity 2R, Wii Daisy Circuit
d_daisy_sailor;Daisy (Sailor);HighEnd;3DS Cheep Cheep Lagoon (Lvl 3), 3DS Daisy Hills R, 3DS Mario Circuit R, 3DS Piranha Plant Slide T, 3DS Wario Shipyard T (Lvl 3), Amsterdam Drift R/T, Athens Dash 2R/T, Athens Dash T, Bangkok Rush 2T, Bangkok Rush 3, Berlin Byways R/T, DS Shroom Ridge R/T, GBA Bowser's Castle 2R, GBA Cheep-Cheep Island R/T, GBA Cheep-Cheep Island T, GBA Lakeside Park, GBA Luigi Circuit, GBA Riverside Park R, GBA Riverside Park R/T, GBA Snow Land R, GBA Sunset Wilds R/T, GCN Baby Park (Lvl 6), GCN Baby Park T, GCN Cookie Land, GCN Daisy Cruiser, GCN Daisy Cruiser R (Lvl 6), GCN Daisy Cruiser T, GCN Mushroom Bridge T, Los Angeles Laps 2R/T, Los Angeles Laps 3R, Los Angeles Laps R, Madrid Drive 2T, Madrid Drive 3T, Merry Mountain R, N64 Luigi Raceway R, Piranha Plant Cove, Piranha Plant Cove 3R, Piranha Plant Pipeline R, Rome Avanti 2R/T, Rome Avanti 3R, Singapore Speedway 2R, Singapore Speedway 2R/T, Sky-High Sundae R, SNES Bowser Castle 3R/T, SNES Choco Island 1, SNES Choco Island 1R, SNES Donut Plains 3R, SNES Donut Plains 3R/T, SNES Vanilla Lake 1, SNES Vanilla Lake 2R, Squeaky Clean Sprint R/T, Sydney Sprint 3T, Wii Daisy Circuit R/T, Wii Daisy Circuit T, Wii Dry Dry Ruins, Wii Koopa Cape (Lvl 8), Wii Moonview Highway, Wii Rainbow Road R, Yoshi's Island R/T
d_daisy_swimwear;Daisy (Swimwear);HighEnd;3DS Cheep Cheep Lagoon (Lvl 3), 3DS Cheep Cheep Lagoon T, 3DS Daisy Hills R/T, 3DS Daisy Hills T (Lvl 6), 3DS Toad Circuit R/T, 3DS Wario Shipyard (Lvl 8), 3DS Wario Shipyard T, Amsterdam Drift 2T, DS Airship Fortress R/T, GBA Cheep-Cheep Island, GBA Sunset Wilds, GBA Sunset Wilds R, GCN Daisy Cruiser, GCN Daisy Cruiser R, GCN Yoshi Circuit R, London Loop 3R/T, Los Angeles Laps, Los Angeles Laps 2T, Los Angeles Laps 3T, Los Angeles Laps R, Los Angeles Laps R/T, N64 Koopa Troopa Beach, N64 Koopa Troopa Beach T (Lvl 6), New York Minute 4R/T, RMX Choco Island 2T, Singapore Speedway T, SNES Choco Island 1R/T, SNES Ghost Valley 1T, SNES Koopa Troopa Beach 2 (Lvl 3), SNES Mario Circuit 1R, Squeaky Clean Sprint R, Sydney Sprint 2R, Sydney Sprint 3, Sydney Sprint R, Tokyo Blur 2T, Tokyo Blur 3, Wii Coconut Mall T, Wii Daisy Circuit R, Wii Koopa Cape T, Wii Maple Treeway R
d_daisy_thai_dress;Daisy (Thai Dress);HighEnd;3DS Daisy Hills R/T, 3DS Daisy Hills T, 3DS Piranha Plant Slide R, 3DS Rainbow Road R, Amsterdam Drift 3R, Amsterdam Drift R/T, Athens Dash, Athens Dash 2, Bangkok Rush, Bangkok Rush 2R/T, Bangkok Rush 3, Bangkok Rush 3T, Bangkok Rush R, Bangkok Rush R/T, Bangkok Rush T (Lvl 6), DS Peach Gardens R, GBA Bowser's Castle 1T, GBA Bowser's Castle 3, GBA Cheep-Cheep Island R/T, GBA Cheep-Cheep Island T (Lvl 3), GBA Luigi Circuit, GBA Riverside Park, GBA Riverside Park R/T, GBA Snow Land R, GBA Sunset Wilds R, GBA Sunset Wilds T (Lvl 3), GBA Yoshi Desert, GCN Daisy Cruiser, GCN Daisy Cruiser R, GCN Dino Dino Jungle T, GCN Mushroom Bridge R/T, Los Angeles Laps, Los Angeles Laps 2R/T, Madrid Drive 2R/T, Madrid Drive 3, Madrid Drive 3R, Merry Mountain R, N64 Kalimari Desert 2R, N64 Kalimari Desert 2R/T (Lvl 8), N64 Kalimari Desert T, N64 Mario Raceway R, New York Minute, Paris Promenade 3, RMX Choco Island 2R/T, RMX Choco Island 2T, RMX Donut Plains 1T, Rome Avanti R, Rome Avanti T, Singapore Speedway 2R/T, SNES Choco Island 2T, SNES Donut Plains 2R, SNES Donut Plains 3R, SNES Mario Circuit 3T, SNES Vanilla Lake 2R, Wii Coconut Mall, Wii Coconut Mall R (Lvl 6), Wii Daisy Circuit R, Wii Dry Dry Ruins T, Wii Mushroom Gorge
d_daisy_yukata;Daisy (Yukata);HighEnd;3DS Daisy Hills, 3DS Daisy Hills R, 3DS Daisy Hills R/T, 3DS Shy Guy Bazaar (Lvl 3), 3DS Shy Guy Bazaar R, 3DS Shy Guy Bazaar R/T, DS Airship Fortress, DS Waluigi Pinball R, GBA Sky Garden R, GCN Daisy Cruiser R, N64 Kalimari Desert R (Lvl 6), N64 Koopa Troopa Beach R/T, Ninja Hideaway R, Ninja Hideaway T, RMX Rainbow Road 1 (Lvl 8), RMX Rainbow Road 1R, RMX Rainbow Road 1T, RMX Vanilla Lake 1R, SNES Donut Plains 1R/T, SNES Ghost Valley 1R/T, SNES Koopa Troopa Beach 2 (Lvl 6), SNES Koopa Troopa Beach 2R (Lvl 3), SNES Koopa Troopa Beach 2T, Tokyo Blur, Tokyo Blur 3, Tokyo Blur 3R, Tokyo Blur 3R/T, Tokyo Blur 4, Wii Daisy Circuit, Wii Daisy Circuit R
d_daisy_mii_racing_suit;Daisy Mii Racing Suit;HighEnd;3DS Daisy Hills, Athens Dash 3R/T, Bangkok Rush 2R, Bangkok Rush 3R, Bangkok Rush 3T, DS Mario Circuit R/T, DS Peach Gardens R/T, GBA Sunset Wilds, GBA Yoshi Desert T, GCN Daisy Cruiser R/T, Madrid Drive 2R/T, N64 Kalimari Desert T, N64 Mario Raceway R/T, New York Minute, Paris Promenade B, RMX Vanilla Lake 2R, Rome Avanti 2, Sky-High Sundae R/T, SNES Donut Plains 3, SNES Donut Plains 3R/T (Lvl 3), SNES Mario Circuit 1T, SNES Mario Circuit 2, SNES Vanilla Lake 2R/T, Squeaky Clean Sprint R/T, Sydney Sprint 3R/T, Wii Daisy Circuit, Wii Daisy Circuit R (Lvl 6), Wii Daisy Circuit R/T, Wii Daisy Circuit T (Lvl 8), Wii Dry Dry Ruins R/T, Wii Moonview Highway T
d_diddy_kong;Diddy Kong;Super;3DS Neo Bowser City R/T (Lvl 3), 3DS Rock Rock Mountain R, 3DS Toad Circuit R, GCN Dino Dino Jungle R, N64 Koopa Troopa Beach R (Lvl 6), New York Minute 2R/T, Rome Avanti R/T
d_dixie_kong;Dixie Kong;HighEnd;3DS Cheep Cheep Lagoon, 3DS Cheep Cheep Lagoon R, 3DS Daisy Hills, 3DS Daisy Hills R, 3DS Daisy Hills T, London Loop, London Loop 3R, N64 Kalimari Desert 2 (Lvl 6), N64 Kalimari Desert 2R, N64 Royal Raceway (Lvl 3), N64 Royal Raceway R, N64 Royal Raceway R/T (Lvl 8), RMX Choco Island 1R, RMX Choco Island 1R/T, RMX Choco Island 1T, RMX Ghost Valley 1R, RMX Vanilla Lake 1R, SNES Choco Island 1 (Lvl 6), SNES Choco Island 2R/T (Lvl 3), SNES Donut Plains 1, SNES Donut Plains 1T, SNES Vanilla Lake 1, Wii Maple Treeway
d_dolphin_mii_racing_suit;Dolphin Mii Racing Suit;HighEnd;3DS Cheep Cheep Lagoon, 3DS Cheep Cheep Lagoon R/T, 3DS Cheep Cheep Lagoon T (Lvl 3), 3DS Piranha Plant Slide, 3DS Piranha Plant Slide R/T, 3DS Piranha Plant Slide T, 3DS Toad Circuit T, Amsterdam Drift 2, Amsterdam Drift 2T, Amsterdam Drift R, GBA Cheep-Cheep Island T, GBA Luigi Circuit R, GBA Peach Circuit R, GBA Riverside Park T, GCN Daisy Cruiser, GCN Daisy Cruiser R (Lvl 8), Los Angeles Laps, Los Angeles Laps 2R, Madrid Drive R, N64 Koopa Troopa Beach, Piranha Plant Cove 3R, RMX Ghost Valley 1, Singapore Speedway 2, Singapore Speedway R/T, SNES Donut Plains 3, SNES Vanilla Lake 1T, Squeaky Clean Sprint R, Sydney Sprint 3R/T, Wii DK Summit R/T, Wii Koopa Cape (Lvl 6)
d_donkey_kong;Donkey Kong;Super;3DS Rock Rock Mountain, DS DK Pass, DS Waluigi Pinball R, GCN Dino Dino Jungle, New York Minute 3R, New York Minute 4R, Piranha Plant Cove 3R, RMX Rainbow Road 1T (Lvl 6), Rome Avanti, SNES Vanilla Lake 1R/T (Lvl 3)
d_donkey_kong_gladiator;Donkey Kong (Gladiator);HighEnd;3DS Daisy Hills R/T, Athens Dash, Athens Dash 2R/T, Athens Dash 3R/T, Berlin Byways 2R/T, Berlin Byways 3R/T, DS DK Pass, DS DK Pass R, GBA Bowser's Castle 4, GBA Lakeside Park, GCN Dino Dino Jungle R/T, GCN Waluigi Stadium R, GCN Waluigi Stadium T (Lvl 6), Los Angeles Laps 3R/T, Madrid Drive, Madrid Drive 2R, N64 Kalimari Desert 2R/T, New York Minute B, New York Minute R (Lvl 3), Paris Promenade 2T, Paris Promenade T, Piranha Plant Pipeline R/T, Rome Avanti, Rome Avanti 2R, Rome Avanti 2T (Lvl 8), Rome Avanti 3, Rome Avanti 3R, Rome Avanti 3T, Rome Avanti R/T (Lvl 3), Singapore Speedway R (Lvl 6), SNES Koopa Troopa Beach 2, SNES Vanilla Lake 2R/T, Sydney Sprint, Wii DK Summit R/T, Wii Dry Dry Ruins, Wii Dry Dry Ruins T, Wii Moonview Highway R/T
d_donkey_kong_jr_snes;Donkey Kong Jr. (SNES);HighEnd;3DS Bowser's Castle T, Amsterdam Drift, Berlin Byways 2R/T, DS Mario Circuit R/T, DS Shroom Ridge T, DS Waluigi Pinball, DS Waluigi Pinball R (Lvl 6), DS Waluigi Pinball T, GBA Battle Course 1, GBA Bowser's Castle 1T, GBA Bowser's Castle 3R, GBA Cheep-Cheep Island, GCN DK Mountain, GCN DK Mountain R, GCN DK Mountain R/T, GCN Waluigi Stadium R/T, Los Angeles Laps 2T, Los Angeles Laps 3, Los Angeles Laps R, Los Angeles Laps T, N64 Choco Mountain, N64 Choco Mountain R, N64 Frappe Snowland R/T, N64 Kalimari Desert 2R/T, N64 Royal Raceway R, N64 Yoshi Valley, New York Minute 4R, New York Minute 4R/T, New York Minute 4T, Piranha Plant Pipeline R/T, RMX Ghost Valley 1, RMX Ghost Valley 1R, RMX Rainbow Road 1R (Lvl 6), RMX Rainbow Road 1T, Singapore Speedway R, SNES Choco Island 1R, SNES Donut Plains 1 (Lvl 3), SNES Donut Plains 1R (Lvl 3), SNES Mario Circuit 3, SNES Rainbow Road R/T (Lvl 8), Squeaky Clean Sprint R/T, Tokyo Blur 3R, Tokyo Blur 3R/T, Tokyo Blur R, Tokyo Blur T, Vancouver Velocity 2T, Wii DK Summit, Wii DK Summit R, Wii Maple Treeway R/T, Wii Mushroom Gorge
d_donkey_kong_mii_racing_suit;Donkey Kong Mii Racing Suit;HighEnd;3DS Bowser's Castle R, 3DS Toad Circuit T, Bangkok Rush 2T, DS Airship Fortress R/T (Lvl 3), DS DK Pass R/T, DS Waluigi Pinball, DS Waluigi Pinball T (Lvl 8), GBA Yoshi Desert, GCN Dino Dino Jungle T, GCN Mushroom Bridge R/T, London Loop 2, London Loop 2R, Madrid Drive 2, Merry Mountain T, N64 Choco Mountain R, N64 Choco Mountain T, N64 Kalimari Desert 2T (Lvl 6), N64 Koopa Troopa Beach R/T, Piranha Plant Cove 2R/T, Piranha Plant Cove 3R/T, Rome Avanti 3R, SNES Choco Island 1R/T, SNES Donut Plains 3, SNES Mario Circuit 2R/T, Sydney Sprint 2R, Wii Coconut Mall R/T, Wii Rainbow Road T
