ID;Name;Rarity;Top Shelf Courses
g_bright_glider;Bright Glider;HighEnd;3DS Daisy Hills R/T (Lvl 3), 3DS Mario Circuit R/T (Lvl 3), 3DS Rock Rock Mountain T, DS Luigi's Mansion, DS Luigi's Mansion T, GBA Bowser's Castle 2, GBA Bowser's Castle 2R/T (Lvl 6), GCN Cookie Land, GCN Yoshi Circuit, GCN Yoshi Circuit R/T, London Loop, London Loop R/T, N64 Koopa Troopa Beach R/T, N64 Royal Raceway R (Lvl 6), N64 Royal Raceway R/T (Lvl 8), RMX Choco Island 2, RMX Mario Circuit 1R/T, SNES Ghost Valley 1, SNES Rainbow Road R, SNES Rainbow Road T, Yoshi's Island
g_bright_ribbon;Bright Ribbon;HighEnd;3DS Neo Bowser City T, 3DS Rosalina's Ice World R/T, Amsterdam Drift 2, Amsterdam Drift T, DS Mario Circuit, DS Shroom Ridge R, GBA Bowser's Castle 3R/T, GBA Peach Circuit R/T, GBA Riverside Park (Lvl 8), GBA Riverside Park R, GBA Snow Land T, GBA Sunset Wilds R, GCN Baby Park (Lvl 6), GCN Baby Park R, GCN Baby Park R/T, GCN Daisy Cruiser T, GCN Dino Dino Jungle, GCN Mushroom Bridge T, GCN Yoshi Circuit (Lvl 3), Los Angeles Laps 2R, Madrid Drive 2T, Madrid Drive 3, N64 Frappe Snowland T, N64 Luigi Raceway R, N64 Mario Raceway R/T, N64 Royal Raceway R/T, N64 Yoshi Valley T (Lvl 6), New York Minute 2R, New York Minute R/T, Paris Promenade 2R, Paris Promenade 3R, Paris Promenade R/T, Piranha Plant Pipeline T, Sky-High Sundae R, SNES Bowser Castle 3R, SNES Donut Plains 2R, SNES Donut Plains 2R/T (Lvl 3), Sydney Sprint 2, Sydney Sprint 3, Sydney Sprint R, Tokyo Blur 2R, Vancouver Velocity R, Wii Coconut Mall, Wii Koopa Cape R, Wii Mushroom Gorge T, Yoshi's Island R/T
g_bullet_bill_hanafuda;Bullet Bill Hanafuda;HighEnd;3DS Rock Rock Mountain, 3DS Rock Rock Mountain R, 3DS Rock Rock Mountain T, DS Airship Fortress (Lvl 6), DS Waluigi Pinball (Lvl 3), DS Waluigi Pinball T (Lvl 3), N64 Frappe Snowland, N64 Frappe Snowland R, N64 Frappe Snowland R/T, N64 Frappe Snowland T, N64 Kalimari Desert 2T (Lvl 6), N64 Royal Raceway, N64 Royal Raceway R, N64 Royal Raceway R/T (Lvl 8), N64 Royal Raceway T
g_bullet_bill_parachute;Bullet Bill Parachute;HighEnd;3DS Daisy Hills R (Lvl 6), 3DS Mario Circuit R/T, 3DS Neo Bowser City R/T, 3DS Shy Guy Bazaar T (Lvl 6), DS Airship Fortress R, DS Airship Fortress T, DS DK Pass T, DS Twilight House, GBA Bowser's Castle 1, GCN Yoshi Circuit R, N64 Kalimari Desert T (Lvl 3), N64 Koopa Troopa Beach (Lvl 3), New York Minute 3R/T, New York Minute 4R, New York Minute 4R/T, RMX Rainbow Road 1R/T, SNES Choco Island 1R/T (Lvl 8), SNES Rainbow Road R
g_butterfly_prism;Butterfly Prism;HighEnd;3DS Rosalina's Ice World, Amsterdam Drift R/T, GBA Bowser's Castle 2, GBA Cheep-Cheep Island R (Lvl 8), GBA Sky Garden R, GBA Sunset Wilds (Lvl 6), GBA Sunset Wilds T, Merry Mountain (Lvl 3), N64 Choco Mountain R/T, N64 Frappe Snowland R/T (Lvl 6), Paris Promenade 2R, Paris Promenade 3, Paris Promenade 3T, RMX Choco Island 2, RMX Rainbow Road 1R/T, SNES Koopa Troopa Beach 2, SNES Koopa Troopa Beach 2R, SNES Mario Circuit 3, SNES Mario Circuit 3T, SNES Rainbow Road R (Lvl 3), SNES Vanilla Lake 1T, Tokyo Blur 4
g_butterfly_sunset;Butterfly Sunset;HighEnd;3DS Daisy Hills, 3DS Daisy Hills R (Lvl 3), 3DS Daisy Hills T (Lvl 3), 3DS Toad Circuit, 3DS Toad Circuit R, DS DK Pass R/T, GBA Bowser's Castle 2, London Loop 3R, N64 Kalimari Desert 2R, N64 Kalimari Desert R, N64 Kalimari Desert T, RMX Choco Island 1 (Lvl 8), RMX Choco Island 1R, RMX Rainbow Road 1 (Lvl 6), RMX Rainbow Road 1R, SNES Choco Island 1, SNES Koopa Troopa Beach 2 (Lvl 6), SNES Koopa Troopa Beach 2T, SNES Vanilla Lake 1R/T, Wii Maple Treeway
g_butterfly_wings;Butterfly Wings;HighEnd;3DS Rosalina's Ice World R (Lvl 8), 3DS Rosalina's Ice World T, Berlin Byways 2, Berlin Byways 2R, DS Airship Fortress R, DS Airship Fortress T (Lvl 6), GCN Dino Dino Jungle, GCN Dino Dino Jungle R (Lvl 3), GCN Dino Dino Jungle T, Merry Mountain T, N64 Kalimari Desert 2T (Lvl 6), N64 Kalimari Desert R/T, N64 Royal Raceway T, New York Minute 4R, Ninja Hideaway, RMX Rainbow Road 1R, RMX Vanilla Lake 1R, SNES Donut Plains 1R, SNES Donut Plains 1T, SNES Mario Circuit 1R (Lvl 3), Squeaky Clean Sprint T, Tokyo Blur 3, Tokyo Blur 3R, Vancouver Velocity, Vancouver Velocity R, Vancouver Velocity R/T
g_calico_parafoil;Calico Parafoil;HighEnd;3DS Bowser's Castle T (Lvl 8), 3DS Daisy Hills R/T, Amsterdam Drift 3R/T, GBA Riverside Park, GBA Riverside Park R, GBA Sunset Wilds (Lvl 6), GBA Sunset Wilds R, GBA Sunset Wilds T (Lvl 3), GCN Baby Park R, GCN Dino Dino Jungle, GCN Dino Dino Jungle R, Los Angeles Laps 3R, Merry Mountain R, Ninja Hideaway, Ninja Hideaway R, Paris Promenade 3, Paris Promenade B, Paris Promenade R, Paris Promenade T, RMX Choco Island 1, SNES Choco Island 1R, SNES Choco Island 1T, SNES Donut Plains 1, SNES Donut Plains 1T, SNES Donut Plains 2 (Lvl 6), SNES Donut Plains 2R/T, SNES Donut Plains 2T, Sydney Sprint, Sydney Sprint 2R/T, Tokyo Blur 4R/T, Wii DK Summit T, Wii Maple Treeway R (Lvl 3), Wii Maple Treeway T
g_calico_toe_bean_balloons;Calico Toe-Bean Balloons;HighEnd;3DS Cheep Cheep Lagoon R, Athens Dash R/T, Bangkok Rush 2R, Bangkok Rush 3R, DS Mario Circuit, DS Peach Gardens, GBA Bowser's Castle 1, GBA Bowser's Castle 2, GBA Cheep-Cheep Island, GBA Luigi Circuit, GBA Riverside Park R, GBA Riverside Park T, GBA Sky Garden, GBA Sky Garden T (Lvl 6), GBA Snow Land R/T, GCN Baby Park R (Lvl 6), GCN Baby Park R/T, GCN Mushroom Bridge, GCN Waluigi Stadium T, GCN Yoshi Circuit R/T (Lvl 3), London Loop R/T, Madrid Drive 3T, Madrid Drive T, N64 Choco Mountain R, N64 Choco Mountain T (Lvl 3), N64 Koopa Troopa Beach, N64 Yoshi Valley R/T, New York Minute R/T, Ninja Hideaway, Paris Promenade T, Piranha Plant Cove R, Piranha Plant Pipeline T, RMX Bowser's Castle 1, RMX Bowser's Castle 1T (Lvl 8), RMX Donut Plains 1T, RMX Vanilla Lake 2R, Rome Avanti T, Sky-High Sundae R/T, SNES Bowser Castle 3, SNES Choco Island 2R, SNES Donut Plains 1R, SNES Donut Plains 3R, Squeaky Clean Sprint R/T, Tokyo Blur 2R/T, Tokyo Blur T, Vancouver Velocity 3R/T, Wii Coconut Mall R/T, Wii Daisy Circuit T, Wii Koopa Cape R/T, Wii Rainbow Road R
g_candlelight_flight;Candlelight Flight;HighEnd;3DS Bowser's Castle (Lvl 8), 3DS Bowser's Castle R, 3DS Bowser's Castle R/T, 3DS Bowser's Castle T, 3DS Piranha Plant Slide, 3DS Piranha Plant Slide R, 3DS Rosalina's Ice World (Lvl 3), 3DS Rosalina's Ice World R/T, 3DS Shy Guy Bazaar, 3DS Shy Guy Bazaar R, 3DS Shy Guy Bazaar R/T, 3DS Wario Shipyard R, Bangkok Rush R, Berlin Byways 2R/T, Berlin Byways 3T, Berlin Byways T, DS Airship Fortress (Lvl 3), DS DK Pass T, DS Peach Gardens T, DS Twilight House, GBA Bowser's Castle 1, GBA Bowser's Castle 1T (Lvl 6), GBA Bowser's Castle 2T, GCN Baby Park R, GCN Daisy Cruiser T, London Loop 3T, Los Angeles Laps 2, Los Angeles Laps 2R/T, Merry Mountain R, Merry Mountain R/T (Lvl 6), N64 Yoshi Valley R, Piranha Plant Cove 2R, RMX Ghost Valley 1R/T, RMX Ghost Valley 1T, Singapore Speedway R, SNES Ghost Valley 1, SNES Ghost Valley 2, SNES Vanilla Lake 2, SNES Vanilla Lake 2R, Vancouver Velocity 2, Wii Mushroom Gorge T
g_candlelight_flight_cake;Candlelight Flight Cake;HighEnd;Amsterdam Drift, Amsterdam Drift 3T, Amsterdam Drift R (Lvl 6), Bangkok Rush 2R/T, Bangkok Rush R/T, Berlin Byways, Berlin Byways 3T, Berlin Byways R, Berlin Byways T (Lvl 8), DS Peach Gardens, GBA Bowser's Castle 4R, GBA Lakeside Park T, GBA Luigi Circuit T, GBA Snow Land, GBA Snow Land R, GCN Baby Park, GCN Baby Park R, GCN Baby Park R/T, GCN Baby Park T, GCN Cookie Land, London Loop 2T (Lvl 3), London Loop 3, Madrid Drive R, New York Minute 3R/T, New York Minute 4T, Ninja Hideaway R, Paris Promenade (Lvl 3), Paris Promenade 2R/T (Lvl 6), Piranha Plant Cove T, RMX Bowser's Castle 1T, RMX Choco Island 1, RMX Choco Island 1R, RMX Donut Plains 1, RMX Rainbow Road 2T, RMX Vanilla Lake 1R, Rome Avanti, Rome Avanti 2, SNES Choco Island 1, SNES Choco Island 2, SNES Donut Plains 3R, Sydney Sprint 3R, Tokyo Blur 3T, Vancouver Velocity 3R/T, Wii Coconut Mall, Wii Coconut Mall R, Wii Maple Treeway R/T
g_cape_mario_hanafuda;Cape Mario Hanafuda;HighEnd;3DS Mario Circuit (Lvl 3), 3DS Mario Circuit T (Lvl 3), 3DS Rainbow Road R (Lvl 6), 3DS Toad Circuit (Lvl 6), 3DS Toad Circuit R (Lvl 8), GBA Battle Course 1, RMX Choco Island 1, RMX Choco Island 1R, RMX Choco Island 1T, RMX Mario Circuit 1, RMX Mario Circuit 1R, RMX Mario Circuit 1T, SNES Mario Circuit 1, SNES Mario Circuit 1R, SNES Mario Circuit 1T, SNES Mario Circuit 3R/T, Squeaky Clean Sprint T
g_cat_parafoil;Cat Parafoil;HighEnd;3DS Bowser's Castle, 3DS Bowser's Castle R (Lvl 3), 3DS Mario Circuit, 3DS Mario Circuit T (Lvl 8), 3DS Toad Circuit R (Lvl 6), 3DS Toad Circuit T, Amsterdam Drift, Amsterdam Drift 2R/T, Amsterdam Drift R, Athens Dash 2T, Bangkok Rush 2R/T, GBA Peach Circuit, GBA Riverside Park R, GBA Riverside Park R/T, GBA Sky Garden R, GBA Snow Land R/T, GCN Cookie Land, GCN Yoshi Circuit T, London Loop 2R, Los Angeles Laps 3T, N64 Choco Mountain R/T, N64 Royal Raceway R, N64 Royal Raceway R/T (Lvl 3), N64 Yoshi Valley, Ninja Hideaway R/T, Ninja Hideaway T, Paris Promenade 3R, Paris Promenade R, Piranha Plant Pipeline R/T, RMX Choco Island 2 (Lvl 6), RMX Choco Island 2R, RMX Rainbow Road 2R/T, RMX Rainbow Road 2T, Rome Avanti R, SNES Choco Island 1R/T, SNES Choco Island 2R, SNES Donut Plains 3R, SNES Mario Circuit 2R/T, Sydney Sprint 3, Wii Coconut Mall R
g_cheep_cheep_masks;Cheep Cheep Masks;HighEnd;3DS Cheep Cheep Lagoon, 3DS Cheep Cheep Lagoon R, 3DS Cheep Cheep Lagoon R/T, 3DS Cheep Cheep Lagoon T (Lvl 3), 3DS Neo Bowser City T, DS Airship Fortress T, Los Angeles Laps, N64 Choco Mountain R, Piranha Plant Pipeline R, RMX Rainbow Road 1 (Lvl 6), SNES Choco Island 1R, SNES Donut Plains 2T, SNES Ghost Valley 1 (Lvl 3), SNES Ghost Valley 1T, SNES Koopa Troopa Beach 2, SNES Koopa Troopa Beach 2T, SNES Vanilla Lake 1R, SNES Vanilla Lake 1T (Lvl 6), Squeaky Clean Sprint R, Tokyo Blur, Tokyo Blur 2, Wii Koopa Cape R, Wii Maple Treeway (Lvl 8), Wii Maple Treeway R
g_chocolate_banana_cr_pe;Chocolate Banana Crêpe;HighEnd;3DS Cheep Cheep Lagoon R, 3DS Cheep Cheep Lagoon T (Lvl 3), DS Peach Gardens R/T, GBA Sunset Wilds R/T, GCN Cookie Land, GCN Yoshi Circuit, GCN Yoshi Circuit R, London Loop 2, London Loop 2R, London Loop 3R/T, Los Angeles Laps 2R, N64 Choco Mountain, N64 Choco Mountain R, N64 Choco Mountain T (Lvl 6), N64 Kalimari Desert 2, N64 Kalimari Desert 2R (Lvl 6), N64 Kalimari Desert 2T, Paris Promenade 3R/T, RMX Donut Plains 1R, SNES Choco Island 1 (Lvl 3), SNES Choco Island 1R, SNES Choco Island 1T, SNES Ghost Valley 1 (Lvl 8), SNES Ghost Valley 1R, SNES Ghost Valley 1T, SNES Vanilla Lake 1, Sydney Sprint, Sydney Sprint 2R, Wii Maple Treeway T
g_chocolate_donut;Chocolate Donut;HighEnd;3DS Daisy Hills R, 3DS Daisy Hills T (Lvl 3), 3DS Rosalina's Ice World R/T, Berlin Byways 2, GBA Sunset Wilds, GBA Sunset Wilds R/T, GCN Cookie Land, London Loop 3, London Loop 3T, N64 Choco Mountain R, N64 Koopa Troopa Beach R, N64 Koopa Troopa Beach T, N64 Royal Raceway (Lvl 6), N64 Royal Raceway T (Lvl 6), Paris Promenade 3T, RMX Choco Island 1R/T, SNES Choco Island 1, SNES Choco Island 2R (Lvl 3), SNES Choco Island 2T, SNES Donut Plains 1, SNES Donut Plains 1R, SNES Donut Plains 1R/T, SNES Donut Plains 2, Wii Maple Treeway, Wii Maple Treeway R/T, Wii Maple Treeway T (Lvl 8)
g_chocolate_pretzel;Chocolate Pretzel;HighEnd;3DS Cheep Cheep Lagoon, 3DS Daisy Hills R, 3DS Shy Guy Bazaar, Amsterdam Drift 2T, Amsterdam Drift 3R/T, Amsterdam Drift R, Athens Dash T, DS Mario Circuit R, DS Peach Gardens R, GBA Boo Lake R/T, GBA Boo Lake T, GBA Lakeside Park R/T, GBA Lakeside Park T, GBA Snow Land, GBA Snow Land T, GCN Baby Park R/T, GCN Cookie Land, GCN DK Mountain R, GCN Mushroom Bridge T, GCN Waluigi Stadium T, London Loop T, Madrid Drive 2R/T, Madrid Drive 3T, Madrid Drive R/T, N64 Choco Mountain R (Lvl 3), N64 Choco Mountain T, N64 Luigi Raceway R/T, N64 Yoshi Valley T, New York Minute 2R/T, New York Minute R, Paris Promenade, Piranha Plant Pipeline T, RMX Choco Island 1, RMX Choco Island 1R/T (Lvl 6), RMX Donut Plains 1, RMX Donut Plains 1T (Lvl 8), Rome Avanti 2T, Singapore Speedway 2T, Singapore Speedway 3R/T, Singapore Speedway R, Sky-High Sundae R/T, SNES Bowser Castle 3R/T, SNES Donut Plains 1R (Lvl 3), SNES Donut Plains 2R/T (Lvl 6), Vancouver Velocity 3R, Vancouver Velocity 3R/T, Wii Coconut Mall R/T
g_cloud_glider;Cloud Glider;HighEnd;3DS Cheep Cheep Lagoon, 3DS Daisy Hills R, 3DS Mario Circuit, 3DS Mario Circuit T, 3DS Neo Bowser City R, 3DS Rock Rock Mountain (Lvl 3), 3DS Shy Guy Bazaar (Lvl 6), 3DS Toad Circuit T (Lvl 3), GCN Yoshi Circuit, Los Angeles Laps R, N64 Kalimari Desert T, Paris Promenade 3R, RMX Rainbow Road 1R/T, SNES Choco Island 2R, SNES Koopa Troopa Beach 2R, SNES Mario Circuit 2T (Lvl 8), SNES Vanilla Lake 1R/T (Lvl 6), Vancouver Velocity T
g_cream_toe_bean_balloons;Cream Toe-Bean Balloons;HighEnd;3DS Toad Circuit T (Lvl 3), Amsterdam Drift 2, Amsterdam Drift 3R/T, Bangkok Rush 2T, Bangkok Rush R, DS DK Pass R/T, DS Shroom Ridge, GBA Boo Lake, GBA Boo Lake R, GBA Cheep-Cheep Island R/T, GBA Riverside Park, GBA Riverside Park R, GBA Sky Garden R, GBA Sky Garden T (Lvl 6), GCN Baby Park R, Madrid Drive 3R/T, N64 Luigi Raceway R/T, N64 Luigi Raceway T, N64 Mario Raceway R/T, New York Minute R, Paris Promenade 2R/T, Paris Promenade 3R, Paris Promenade R, Piranha Plant Cove 2R/T, Piranha Plant Pipeline T, RMX Choco Island 1R, RMX Choco Island 1T, Rome Avanti 3T, Sky-High Sundae R/T, SNES Bowser Castle 3R/T, SNES Donut Plains 2 (Lvl 3), SNES Donut Plains 2R/T, Sydney Sprint 3T, Tokyo Blur T, Vancouver Velocity 2R, Vancouver Velocity 3T, Wii Coconut Mall R, Wii Coconut Mall T, Wii Daisy Circuit R, Wii Dry Dry Ruins, Wii Koopa Cape T (Lvl 8), Wii Moonview Highway R, Wii Mushroom Gorge R (Lvl 6), Wii Mushroom Gorge R/T, Wii Mushroom Gorge T, Wii Rainbow Road R/T
g_crimson_crane;Crimson Crane;HighEnd;3DS Rainbow Road, GBA Sunset Wilds R, GCN Dino Dino Jungle R (Lvl 6), Ninja Hideaway R, RMX Choco Island 2T (Lvl 8), RMX Mario Circuit 1 (Lvl 6), RMX Mario Circuit 1R, RMX Rainbow Road 2R, SNES Choco Island 2R/T, SNES Choco Island 2T, SNES Donut Plains 1R, SNES Ghost Valley 1R/T (Lvl 3), SNES Mario Circuit 2R/T, SNES Mario Circuit 3R, SNES Mario Circuit 3R/T, SNES Rainbow Road (Lvl 3), SNES Rainbow Road R, Tokyo Blur 2R, Tokyo Blur 3, Tokyo Blur R/T
g_daisy_glider;Daisy Glider;HighEnd;3DS Daisy Hills, 3DS Daisy Hills R (Lvl 3), 3DS Daisy Hills T, 3DS Mario Circuit R, 3DS Shy Guy Bazaar, Amsterdam Drift R, Berlin Byways 2R, DS DK Pass (Lvl 6), DS DK Pass R (Lvl 3), DS DK Pass T, GBA Sunset Wilds T, GCN Yoshi Circuit R, GCN Yoshi Circuit T, N64 Frappe Snowland (Lvl 8), N64 Frappe Snowland R (Lvl 6), N64 Frappe Snowland R/T, N64 Frappe Snowland T, N64 Koopa Troopa Beach R/T, Paris Promenade B, RMX Ghost Valley 1R/T, RMX Rainbow Road 1T, SNES Vanilla Lake 2T, Tokyo Blur 2, Tokyo Blur 3, Tokyo Blur 3R, Tokyo Blur 4R, Tokyo Blur R, Wii Maple Treeway T, Yoshi's Island
g_dolphin_great_sail;Dolphin Great Sail;HighEnd;Amsterdam Drift 3R, Bangkok Rush (Lvl 3), Bangkok Rush 2R (Lvl 6), Bangkok Rush 2R/T, Bangkok Rush 3R, Bangkok Rush T, GCN Baby Park, GCN Baby Park R/T (Lvl 6), GCN Mushroom Bridge R/T (Lvl 8), Los Angeles Laps 3R/T, Madrid Drive, Madrid Drive 3R/T, N64 Frappe Snowland T, Paris Promenade R (Lvl 3), Piranha Plant Cove 3R/T, RMX Vanilla Lake 1R/T, Sky-High Sundae R, SNES Vanilla Lake 2R, Squeaky Clean Sprint, Squeaky Clean Sprint T, Sydney Sprint 3R/T, Tokyo Blur R/T
g_dragon_wings;Dragon Wings;HighEnd;3DS Neo Bowser City, 3DS Neo Bowser City R, 3DS Neo Bowser City T, 3DS Rock Rock Mountain, 3DS Rock Rock Mountain T, DS DK Pass R, DS DK Pass R/T (Lvl 3), DS DK Pass T, DS Waluigi Pinball (Lvl 3), DS Waluigi Pinball R, GBA Bowser's Castle 1R/T, GBA Bowser's Castle 2R, GBA Bowser's Castle 2R/T, GBA Bowser's Castle 2T, GBA Lakeside Park R, GBA Sunset Wilds T, GCN Dino Dino Jungle R, GCN Dino Dino Jungle R/T, GCN Dino Dino Jungle T, London Loop, London Loop R, London Loop T, N64 Kalimari Desert (Lvl 6), N64 Kalimari Desert 2R/T, N64 Kalimari Desert T, New York Minute 3, New York Minute T, RMX Choco Island 1 (Lvl 8), RMX Choco Island 1R, SNES Choco Island 1T (Lvl 6), SNES Donut Plains 2
g_dream_glider;Dream Glider;HighEnd;3DS Bowser's Castle T, 3DS Rainbow Road T, 3DS Rosalina's Ice World R/T (Lvl 8), 3DS Shy Guy Bazaar R/T, DS Airship Fortress R/T, DS Luigi's Mansion, DS Luigi's Mansion R (Lvl 3), DS Peach Gardens, DS Peach Gardens R/T, DS Waluigi Pinball R, DS Waluigi Pinball T, GBA Bowser's Castle 1R, GBA Bowser's Castle 2T (Lvl 6), GBA Sunset Wilds (Lvl 3), London Loop, London Loop 2, London Loop 2T, Merry Mountain, Merry Mountain R/T, RMX Bowser's Castle 1R, RMX Bowser's Castle 1R/T, RMX Ghost Valley 1, RMX Ghost Valley 1R, RMX Ghost Valley 1R/T, RMX Rainbow Road 2R/T, RMX Vanilla Lake 2R, SNES Choco Island 2R (Lvl 6), SNES Choco Island 2R/T, SNES Donut Plains 2T, SNES Ghost Valley 1R/T, SNES Rainbow Road R, Tokyo Blur 3R/T, Tokyo Blur 4R/T, Wii Maple Treeway R/T, Wii Maple Treeway T
g_droplet_glider;Droplet Glider;Normal;DS Luigi's Mansion R/T (Lvl 6), RMX Vanilla Lake 2R, SNES Choco Island 2, SNES Choco Island 2T, SNES Koopa Troopa Beach 2R
g_dry_bowser_umbrella;Dry Bowser Umbrella;HighEnd;3DS Bowser's Castle R, 3DS Neo Bowser City, 3DS Neo Bowser City R, 3DS Neo Bowser City R/T, 3DS Rosalina's Ice World, 3DS Rosalina's Ice World T, 3DS Shy Guy Bazaar, Berlin Byways 2, Berlin Byways 2R/T, DS Airship Fortress R/T, DS Waluigi Pinball, DS Waluigi Pinball T (Lvl 6), GBA Bowser's Castle 1, GBA Bowser's Castle 1R, GBA Bowser's Castle 1R/T, GBA Bowser's Castle 2R, GBA Bowser's Castle 2R/T (Lvl 3), GBA Bowser's Castle 2T, GBA Sunset Wilds, GBA Sunset Wilds R/T, GBA Sunset Wilds T, GCN Dino Dino Jungle, Merry Mountain, N64 Kalimari Desert T (Lvl 6), RMX Rainbow Road 2 (Lvl 8), RMX Rainbow Road 2R (Lvl 3), RMX Rainbow Road 2T, Tokyo Blur 4, Tokyo Blur 4T, Tokyo Blur R
g_eggshell_glider;Eggshell Glider;Super;DS Luigi's Mansion T, GCN Yoshi Circuit (Lvl 6), GCN Yoshi Circuit R, N64 Kalimari Desert R/T, N64 Koopa Troopa Beach R/T (Lvl 3), N64 Royal Raceway R, Paris Promenade, Paris Promenade R/T, SNES Donut Plains 1R/T, SNES Vanilla Lake 1R/T, Yoshi's Island
g_fare_flier;Fare Flier;HighEnd;3DS Cheep Cheep Lagoon R, 3DS Neo Bowser City T, 3DS Shy Guy Bazaar R/T, DS Waluigi Pinball T, London Loop T, Los Angeles Laps 3T, Los Angeles Laps T, N64 Frappe Snowland T (Lvl 6), New York Minute, New York Minute 3, New York Minute 3R, New York Minute 3R/T, New York Minute 3T, New York Minute 4, New York Minute 4R, New York Minute B, New York Minute R, New York Minute T, SNES Mario Circuit 2 (Lvl 3), SNES Rainbow Road R/T (Lvl 3), SNES Vanilla Lake 1 (Lvl 6), Wii Maple Treeway R/T (Lvl 8)
g_festival_wings;Festival Wings;HighEnd;3DS Cheep Cheep Lagoon R/T, 3DS Daisy Hills (Lvl 8), 3DS Daisy Hills R, 3DS Daisy Hills T, 3DS Rock Rock Mountain R, 3DS Shy Guy Bazaar R, 3DS Shy Guy Bazaar T, 3DS Wario Shipyard R, Berlin Byways 2T, DS Airship Fortress T, DS Waluigi Pinball (Lvl 6), GBA Peach Circuit, Madrid Drive 3R/T, N64 Kalimari Desert R (Lvl 6), N64 Koopa Troopa Beach R/T, Ninja Hideaway R, Ninja Hideaway T, RMX Donut Plains 1R, RMX Rainbow Road 1R (Lvl 3), RMX Rainbow Road 1T, Rome Avanti 3T, Singapore Speedway, SNES Bowser Castle 3T, SNES Mario Circuit 2R/T, SNES Mario Circuit 3 (Lvl 3), SNES Mario Circuit 3T, Tokyo Blur, Tokyo Blur 3, Tokyo Blur 4R/T, Tokyo Blur R/T, Wii Dry Dry Ruins T, Yoshi's Island R
g_festive_holly;Festive Holly;HighEnd;3DS Daisy Hills R/T, 3DS Mario Circuit T, 3DS Neo Bowser City, 3DS Neo Bowser City R/T, Amsterdam Drift, Berlin Byways R, DS Airship Fortress R/T, DS Luigi's Mansion R/T, GBA Boo Lake R, GBA Luigi Circuit, GBA Peach Circuit T, GBA Sky Garden, GBA Snow Land, GBA Snow Land R (Lvl 8), GBA Snow Land R/T, GCN Baby Park R/T, GCN Mushroom Bridge R/T, London Loop T, Madrid Drive T, Merry Mountain, N64 Frappe Snowland T (Lvl 3), N64 Luigi Raceway, N64 Luigi Raceway R/T, N64 Royal Raceway, Ninja Hideaway, Paris Promenade R/T, Piranha Plant Cove 2T, Piranha Plant Cove 3T, Piranha Plant Pipeline R, RMX Vanilla Lake 1, RMX Vanilla Lake 1T, RMX Vanilla Lake 2, Singapore Speedway, Singapore Speedway 2R/T, Singapore Speedway 3, Singapore Speedway R/T, SNES Ghost Valley 2R, SNES Koopa Troopa Beach 2R/T, SNES Vanilla Lake 1R/T, SNES Vanilla Lake 2R (Lvl 6), SNES Vanilla Lake 2T, Sydney Sprint 3R, Sydney Sprint T, Vancouver Velocity 2, Vancouver Velocity 3, Vancouver Velocity 3R (Lvl 6), Vancouver Velocity R/T (Lvl 3), Wii Coconut Mall R/T, Wii Moonview Highway, Wii Rainbow Road R/T, Yoshi's Island R
g_fire_manta_glider;Fire Manta Glider;HighEnd;3DS Bowser's Castle R (Lvl 3), 3DS Bowser's Castle T, 3DS Cheep Cheep Lagoon (Lvl 3), 3DS Wario Shipyard (Lvl 6), Amsterdam Drift T, Athens Dash, Athens Dash 2R/T, Bangkok Rush 2R, Bangkok Rush 3T, DS Mario Circuit T, DS Shroom Ridge, GBA Boo Lake R/T, GBA Bowser's Castle 3, GBA Cheep-Cheep Island R/T, GBA Snow Land R, GBA Sunset Wilds R, GBA Yoshi Desert, GCN Cookie Land, GCN Daisy Cruiser (Lvl 6), GCN Daisy Cruiser R, GCN Daisy Cruiser T, GCN DK Mountain R/T, Los Angeles Laps 2, Los Angeles Laps 2R, Los Angeles Laps 2R/T, Los Angeles Laps 2T, Madrid Drive 2R/T, Madrid Drive R/T, Piranha Plant Cove 2R/T, Piranha Plant Cove 3, Piranha Plant Pipeline T, RMX Bowser's Castle 1R, RMX Donut Plains 1T, Rome Avanti 2R, Rome Avanti T, Singapore Speedway 2R, Singapore Speedway 2R/T, Singapore Speedway 3R, Sky-High Sundae R/T, SNES Bowser Castle 3R, SNES Bowser Castle 3R/T, SNES Donut Plains 2R, SNES Mario Circuit 1R, SNES Vanilla Lake 2, Squeaky Clean Sprint R, Wii Daisy Circuit R/T, Wii Dry Dry Ruins R/T, Wii Koopa Cape (Lvl 8), Wii Maple Treeway, Wii Rainbow Road T
g_fireworks_parachute;Fireworks Parachute;HighEnd;3DS Rainbow Road R/T, 3DS Shy Guy Bazaar R/T (Lvl 3), 3DS Toad Circuit R/T, 3DS Toad Circuit T, DS Waluigi Pinball, GBA Battle Course 1, GBA Boo Lake R/T, GBA Bowser's Castle 1R/T, GBA Bowser's Castle 2 (Lvl 3), GBA Bowser's Castle 2R, London Loop 2R, Merry Mountain R, N64 Kalimari Desert 2 (Lvl 6), N64 Kalimari Desert 2R, N64 Kalimari Desert 2T, RMX Choco Island 1 (Lvl 6), SNES Koopa Troopa Beach 2, SNES Mario Circuit 1R/T (Lvl 8), SNES Vanilla Lake 1R, Tokyo Blur 4T, Tokyo Blur R, Wii Dry Dry Ruins T
